ENSG00000160808	MYL3
ENSG00000173218	VANGL1
ENSG00000163565	IFI16
ENSG00000164125	FAM198B
ENSG00000139146	FAM60A
ENSG00000149554	CHEK1
ENSG00000064102	ASUN
ENSG00000125450	NUP85
ENSG00000274588	DGKK
ENSG00000125388	GRK4
ENSG00000113361	CDH6
ENSG00000205208	C4orf46
ENSG00000135919	SERPINE2
ENSG00000165689	SDCCAG3
ENSG00000187514	PTMA
ENSG00000164465	DCBLD1
ENSG00000138356	AOX1
ENSG00000182809	CRIP2
ENSG00000166250	CLMP
ENSG00000137507	LRRC32
ENSG00000133216	EPHB2
ENSG00000134440	NARS
ENSG00000022355	GABRA1
ENSG00000226137	BAIAP2-AS1
ENSG00000001461	NIPAL3
ENSG00000198356	ASNA1
ENSG00000180628	PCGF5
ENSG00000104980	TIMM44
ENSG00000100554	ATP6V1D
ENSG00000142207	URB1
ENSG00000185739	SRL
ENSG00000078401	EDN1
ENSG00000054598	FOXC1
ENSG00000198216	CACNA1E
ENSG00000197380	DACT3
ENSG00000148488	ST8SIA6
ENSG00000263528	IKBKE
ENSG00000120256	LRP11
ENSG00000186297	GABRA5
ENSG00000127946	HIP1
ENSG00000198523	PLN
ENSG00000156140	ADAMTS3
ENSG00000144749	LRIG1
ENSG00000168411	RFWD3
ENSG00000102893	PHKB
ENSG00000132953	XPO4
ENSG00000131507	NDFIP1
ENSG00000021776	AQR
ENSG00000274979	RP11-1143G9.5
ENSG00000163961	RNF168
ENSG00000138363	ATIC
ENSG00000132507	EIF5A
ENSG00000177000	MTHFR
ENSG00000146278	PNRC1
ENSG00000162496	DHRS3
ENSG00000135333	EPHA7
ENSG00000178741	COX5A
ENSG00000166091	CMTM5
ENSG00000065609	SNAP91
ENSG00000160688	FLAD1
ENSG00000241973	PI4KA
ENSG00000120533	ENY2
ENSG00000259291	RP11-617F23.1
ENSG00000197635	DPP4
ENSG00000160360	GPSM1
ENSG00000136810	TXN
ENSG00000165895	ARHGAP42
ENSG00000198286	CARD11
ENSG00000185668	POU3F1
ENSG00000118894	EEF2KMT
ENSG00000120318	ARAP3
ENSG00000164362	TERT
ENSG00000078814	MYH7B
ENSG00000179314	WSCD1
ENSG00000197451	HNRNPAB
ENSG00000143674	RP5-862P8.2
ENSG00000144724	PTPRG
ENSG00000176171	BNIP3
ENSG00000147854	UHRF2
ENSG00000135111	TBX3
ENSG00000184428	TOP1MT
ENSG00000185666	SYN3
ENSG00000269556	TMEM185A
ENSG00000189043	NDUFA4
ENSG00000134817	APLNR
ENSG00000277531	LLNLF-187D8.1
ENSG00000178773	CPNE7
ENSG00000133519	ZDHHC8P1
ENSG00000005884	ITGA3
ENSG00000237289	CKMT1B
ENSG00000068615	REEP1
ENSG00000147255	IGSF1
ENSG00000213339	QTRT1
ENSG00000122870	BICC1
ENSG00000187742	SECISBP2
ENSG00000126456	IRF3
ENSG00000151414	NEK7
ENSG00000157680	DGKI
ENSG00000169105	CHST14
ENSG00000114686	MRPL3
ENSG00000091483	FH
ENSG00000082641	NFE2L1
ENSG00000110446	SLC15A3
ENSG00000183826	BTBD9
ENSG00000077348	EXOSC5
ENSG00000140835	CHST4
ENSG00000173567	ADGRF3
ENSG00000179348	GATA2
ENSG00000179059	ZFP42
ENSG00000116670	MAD2L2
ENSG00000125144	MT1G
ENSG00000110237	ARHGEF17
ENSG00000102934	PLLP
ENSG00000169490	TM2D2
ENSG00000177426	TGIF1
ENSG00000133422	MORC2
ENSG00000240024	LINC00888
ENSG00000131730	CKMT2
ENSG00000138821	SLC39A8
ENSG00000174442	ZWILCH
ENSG00000178409	BEND3
ENSG00000135617	PRADC1
ENSG00000188573	FBLL1
ENSG00000135632	SMYD5
ENSG00000107566	ERLIN1
ENSG00000158163	DZIP1L
ENSG00000139842	CUL4A
ENSG00000132821	VSTM2L
ENSG00000139508	SLC46A3
ENSG00000105409	ATP1A3
ENSG00000139793	MBNL2
ENSG00000158246	FAM46B
ENSG00000004487	KDM1A
ENSG00000162869	PPP1R21
ENSG00000114541	FRMD4B
ENSG00000176406	RIMS2
ENSG00000125378	BMP4
ENSG00000160957	RECQL4
ENSG00000198964	SGMS1
ENSG00000196876	SCN8A
ENSG00000109458	GAB1
ENSG00000067715	SYT1
ENSG00000183166	CALN1
ENSG00000211448	DIO2
ENSG00000104856	RELB
ENSG00000143595	AQP10
ENSG00000175206	NPPA
ENSG00000228794	LINC01128
ENSG00000100605	ITPK1
ENSG00000111845	PAK1IP1
ENSG00000266835	GAPLINC
ENSG00000076641	PAG1
ENSG00000125848	FLRT3
ENSG00000117407	ARTN
ENSG00000129195	FAM64A
ENSG00000198042	MAK16
ENSG00000116406	EDEM3
ENSG00000154330	PGM5
ENSG00000101400	SNTA1
ENSG00000054983	GALC
ENSG00000227028	SLC8A1-AS1
ENSG00000196305	IARS
ENSG00000196428	TSC22D2
ENSG00000196104	SPOCK3
ENSG00000100647	SUSD6
ENSG00000130158	DOCK6
ENSG00000186462	NAP1L2
ENSG00000184731	FAM110C
ENSG00000163918	RFC4
ENSG00000273706	LHX1
ENSG00000134775	FHOD3
ENSG00000176697	BDNF
ENSG00000144357	UBR3
ENSG00000010278	CD9
ENSG00000162493	PDPN
ENSG00000132692	BCAN
ENSG00000187098	MITF
ENSG00000163833	FBXO40
ENSG00000100711	ZFYVE21
ENSG00000135912	TTLL4
ENSG00000164199	ADGRV1
ENSG00000134313	KIDINS220
ENSG00000137393	RNF144B
ENSG00000105251	SHD
ENSG00000005801	ZNF195
ENSG00000159199	ATP5G1
ENSG00000166881	NEMP1
ENSG00000164651	SP8
ENSG00000133104	SPG20
ENSG00000171680	PLEKHG5
ENSG00000164045	CDC25A
ENSG00000166450	PRTG
ENSG00000136141	LRCH1
ENSG00000198618	PPIAP22
ENSG00000157693	C9orf91
ENSG00000108604	SMARCD2
ENSG00000112877	CEP72
ENSG00000148737	TCF7L2
ENSG00000164649	CDCA7L
ENSG00000132429	POPDC3
ENSG00000077684	JADE1
ENSG00000112379	ARFGEF3
ENSG00000170242	USP47
ENSG00000153093	ACOXL
ENSG00000134853	PDGFRA
ENSG00000198554	WDHD1
ENSG00000136153	LMO7
ENSG00000114631	PODXL2
ENSG00000250091	DNAH10OS
ENSG00000092199	HNRNPC
ENSG00000154359	LONRF1
ENSG00000179399	GPC5
ENSG00000147416	ATP6V1B2
ENSG00000129351	ILF3
ENSG00000169750	RAC3
ENSG00000122884	P4HA1
ENSG00000128829	EIF2AK4
ENSG00000183688	FAM101B
ENSG00000170743	SYT9
ENSG00000093009	CDC45
ENSG00000198846	TOX
ENSG00000172476	RAB40A
ENSG00000164342	TLR3
ENSG00000125872	LRRN4
ENSG00000165899	OTOGL
ENSG00000130700	GATA5
ENSG00000146143	PRIM2
ENSG00000168280	KIF5C
ENSG00000197498	RPF2
ENSG00000124216	SNAI1
ENSG00000197565	COL4A6
ENSG00000180185	FAHD1
ENSG00000242779	ZNF702P
ENSG00000076770	MBNL3
ENSG00000167601	AXL
ENSG00000106263	EIF3B
ENSG00000105197	TIMM50
ENSG00000053524	MCF2L2
ENSG00000165475	CRYL1
ENSG00000172458	IL17D
ENSG00000111432	FZD10
ENSG00000012232	EXTL3
ENSG00000073111	MCM2
ENSG00000097021	ACOT7
ENSG00000122729	ACO1
ENSG00000183431	SF3A3
ENSG00000007314	SCN4A
ENSG00000150712	MTMR12
ENSG00000104081	BMF
ENSG00000145916	RMND5B
ENSG00000101180	HRH3
ENSG00000072195	SPEG
ENSG00000134107	BHLHE40
ENSG00000130054	FAM155B
ENSG00000164961	KIAA0196
ENSG00000178999	AURKB
ENSG00000187522	HSPA14
ENSG00000128849	CGNL1
ENSG00000155506	LARP1
ENSG00000197961	ZNF121
ENSG00000280401	RP11-104F15.9
ENSG00000166228	PCBD1
ENSG00000185551	NR2F2
ENSG00000182197	EXT1
ENSG00000167874	TMEM88
ENSG00000114423	CBLB
ENSG00000142405	NLRP12
ENSG00000133424	LARGE1
ENSG00000141934	PLPP2
ENSG00000078053	AMPH
ENSG00000136731	UGGT1
ENSG00000144369	FAM171B
ENSG00000111727	HCFC2
ENSG00000090861	AARS
ENSG00000163002	NUP35
ENSG00000124172	ATP5E
ENSG00000166394	CYB5R2
ENSG00000135127	BICDL1
ENSG00000272398	CD24
ENSG00000146776	ATXN7L1
ENSG00000168495	POLR3D
ENSG00000158270	COLEC12
ENSG00000132780	NASP
ENSG00000127564	PKMYT1
ENSG00000144366	GULP1
ENSG00000173068	BNC2
ENSG00000115053	NCL
ENSG00000147145	LPAR4
ENSG00000130528	HRC
ENSG00000104907	TRMT1
ENSG00000119801	YPEL5
ENSG00000132330	SCLY
ENSG00000138448	ITGAV
ENSG00000117593	DARS2
ENSG00000143514	TP53BP2
ENSG00000159712	ANKRD18CP
ENSG00000266338	NBPF15
ENSG00000198963	RORB
ENSG00000135636	DYSF
ENSG00000174233	ADCY6
ENSG00000182095	TNRC18
ENSG00000183208	GDPGP1
ENSG00000141447	OSBPL1A
ENSG00000143153	ATP1B1
ENSG00000160200	CBS
ENSG00000061337	LZTS1
ENSG00000139514	SLC7A1
ENSG00000116741	RGS2
ENSG00000177192	PUS1
ENSG00000142459	EVI5L
ENSG00000106538	RARRES2
ENSG00000142856	ITGB3BP
ENSG00000241685	ARPC1A
ENSG00000076003	MCM6
ENSG00000110955	ATP5B
ENSG00000108018	SORCS1
ENSG00000174371	EXO1
ENSG00000124493	GRM4
ENSG00000123684	LPGAT1
ENSG00000234261	RP11-146I2.1
ENSG00000158164	TMSB15A
ENSG00000005243	COPZ2
ENSG00000181938	GINS3
ENSG00000144227	NXPH2
ENSG00000110107	PRPF19
ENSG00000167549	CORO6
ENSG00000112335	SNX3
ENSG00000140564	FURIN
ENSG00000135069	PSAT1
ENSG00000119866	BCL11A
ENSG00000124145	SDC4
ENSG00000078668	VDAC3
ENSG00000137692	DCUN1D5
ENSG00000136546	SCN7A
ENSG00000131370	SH3BP5
ENSG00000054282	SDCCAG8
ENSG00000104964	AES
ENSG00000161133	USP41
ENSG00000187193	MT1X
ENSG00000188290	HES4
ENSG00000130414	NDUFA10
ENSG00000133706	LARS
ENSG00000137266	SLC22A23
ENSG00000132825	PPP1R3D
ENSG00000132274	TRIM22
ENSG00000161217	PCYT1A
ENSG00000133316	WDR74
ENSG00000104497	SNX16
ENSG00000266074	BAHCC1
ENSG00000239900	ADSL
ENSG00000269821	KCNQ1OT1
ENSG00000187140	FOXD3
ENSG00000156650	KAT6B
ENSG00000270722	U1
ENSG00000177427	MIEF2
ENSG00000198814	GK
ENSG00000173905	GOLIM4
ENSG00000108557	RAI1
ENSG00000158286	RNF207
ENSG00000166986	MARS
ENSG00000087303	NID2
ENSG00000112146	FBXO9
ENSG00000097033	SH3GLB1
ENSG00000163995	ABLIM2
ENSG00000156925	ZIC3
ENSG00000164172	MOCS2
ENSG00000115107	STEAP3
ENSG00000096433	ITPR3
ENSG00000070182	SPTB
ENSG00000071242	RPS6KA2
ENSG00000013588	GPRC5A
ENSG00000064225	ST3GAL6
ENSG00000007944	MYLIP
ENSG00000144152	FBLN7
ENSG00000105143	SLC1A6
ENSG00000181019	NQO1
ENSG00000173692	PSMD1
ENSG00000149269	PAK1
ENSG00000129514	FOXA1
ENSG00000177335	C8orf31
ENSG00000119431	HDHD3
ENSG00000162692	VCAM1
ENSG00000125648	SLC25A23
ENSG00000143942	CHAC2
ENSG00000111186	WNT5B
ENSG00000270246	RP11-701H24.8
ENSG00000107949	BCCIP
ENSG00000203668	CHML
ENSG00000224557	HLA-DPB2
ENSG00000127334	DYRK2
ENSG00000163959	SLC51A
ENSG00000162769	FLVCR1
ENSG00000153574	RPIA
ENSG00000132382	MYBBP1A
ENSG00000113360	DROSHA
ENSG00000108576	SLC6A4
ENSG00000106003	LFNG
ENSG00000196155	PLEKHG4
ENSG00000183960	KCNH8
ENSG00000100372	SLC25A17
ENSG00000140807	NKD1
ENSG00000174721	FGFBP3
ENSG00000155438	NIFK
ENSG00000069020	MAST4
ENSG00000168502	MTCL1
ENSG00000165359	INTS6L
ENSG00000102935	ZNF423
ENSG00000114115	RBP1
ENSG00000115840	SLC25A12
ENSG00000196743	GM2A
ENSG00000162458	FBLIM1
ENSG00000144485	HES6
ENSG00000062725	APPBP2
ENSG00000157240	FZD1
ENSG00000198885	ITPRIPL1
ENSG00000101198	NKAIN4
ENSG00000140320	BAHD1
ENSG00000117322	CR2
ENSG00000111087	GLI1
ENSG00000115183	TANC1
ENSG00000101096	NFATC2
ENSG00000120937	NPPB
ENSG00000173193	PARP14
ENSG00000143502	SUSD4
ENSG00000183087	GAS6
ENSG00000090889	KIF4A
ENSG00000128045	RASL11B
ENSG00000137731	FXYD2
ENSG00000018699	TTC27
ENSG00000130816	DNMT1
ENSG00000143570	SLC39A1
ENSG00000128567	PODXL
ENSG00000128791	TWSG1
ENSG00000151849	CENPJ
ENSG00000121577	POPDC2
ENSG00000099864	PALM
ENSG00000106992	AK1
ENSG00000136518	ACTL6A
ENSG00000125148	MT2A
ENSG00000197993	KEL
ENSG00000178171	AMER3
ENSG00000169919	GUSB
ENSG00000075643	MOCOS
ENSG00000154839	SKA1
ENSG00000204394	VARS
ENSG00000133119	RFC3
ENSG00000221829	FANCG
ENSG00000083168	KAT6A
ENSG00000106070	GRB10
ENSG00000068305	MEF2A
ENSG00000159403	C1R
ENSG00000166261	ZNF202
ENSG00000164620	RELL2
ENSG00000184575	XPOT
ENSG00000176225	RTTN
ENSG00000136854	STXBP1
ENSG00000117523	PRRC2C
ENSG00000138131	LOXL4
ENSG00000141646	SMAD4
ENSG00000100302	RASD2
ENSG00000184185	KCNJ12
ENSG00000203666	EFCAB2
ENSG00000146267	FAXC
ENSG00000148082	SHC3
ENSG00000070193	FGF10
ENSG00000136379	ABHD17C
ENSG00000035687	ADSS
ENSG00000122574	WIPF3
ENSG00000161249	DMKN
ENSG00000143324	XPR1
ENSG00000104490	NCALD
ENSG00000149547	EI24
ENSG00000082781	ITGB5
ENSG00000100889	PCK2
ENSG00000012660	ELOVL5
ENSG00000010219	DYRK4
ENSG00000107443	CCNJ
ENSG00000144730	IL17RD
ENSG00000277103	RP11-520B13.8
ENSG00000174917	C19orf70
ENSG00000166343	MSS51
ENSG00000124212	PTGIS
ENSG00000118579	MED28
ENSG00000152601	MBNL1
ENSG00000166012	TAF1D
ENSG00000186648	CARMIL3
ENSG00000109390	NDUFC1
ENSG00000121073	SLC35B1
ENSG00000227825	SLC9A7P1
ENSG00000155093	PTPRN2
ENSG00000241158	ADAMTS9-AS1
ENSG00000198848	CES1
ENSG00000261786	RP4-555D20.2
ENSG00000145864	GABRB2
ENSG00000181544	FANCB
ENSG00000090686	USP48
ENSG00000189171	S100A13
ENSG00000129422	MTUS1
ENSG00000101470	TNNC2
ENSG00000116237	ICMT
ENSG00000175643	RMI2
ENSG00000050555	LAMC3
ENSG00000253471	RP11-175E9.1
ENSG00000259498	RP11-244F12.3
ENSG00000104267	CA2
ENSG00000100234	TIMP3
ENSG00000274276	CBSL
ENSG00000101773	RBBP8
ENSG00000121892	PDS5A
ENSG00000145365	TIFA
ENSG00000204406	MBD5
ENSG00000143507	DUSP10
ENSG00000139263	LRIG3
ENSG00000102445	KIAA0226L
ENSG00000197461	PDGFA
ENSG00000151650	VENTX
ENSG00000138744	NAAA
ENSG00000139579	NABP2
ENSG00000267023	LRRC37A16P
ENSG00000159720	ATP6V0D1
ENSG00000055163	CYFIP2
ENSG00000152229	PSTPIP2
ENSG00000103044	HAS3
ENSG00000115525	ST3GAL5
ENSG00000278600	RP11-81A1.6
ENSG00000149054	ZNF215
ENSG00000132128	LRRC41
ENSG00000158458	NRG2
ENSG00000184635	ZNF93
ENSG00000215866	LINC01356
ENSG00000101057	MYBL2
ENSG00000189292	FAM150B
ENSG00000165929	TC2N
ENSG00000092201	SUPT16H
ENSG00000163584	RPL22L1
ENSG00000066136	NFYC
ENSG00000266852	MIR4482
ENSG00000005108	THSD7A
ENSG00000144320	KIAA1715
ENSG00000184076	UQCR10
ENSG00000116260	QSOX1
ENSG00000080345	RIF1
ENSG00000186871	ERCC6L
ENSG00000120910	PPP3CC
ENSG00000138658	ZGRF1
ENSG00000182903	ZNF721
ENSG00000185880	TRIM69
ENSG00000110492	MDK
ENSG00000087842	PIR
ENSG00000058404	CAMK2B
ENSG00000229544	NKX1-2
ENSG00000244968	LIFR-AS1
ENSG00000124762	CDKN1A
ENSG00000074071	MRPS34
ENSG00000124496	TRERF1
ENSG00000008516	MMP25
ENSG00000156885	COX6A2
ENSG00000138650	PCDH10
ENSG00000270231	NBPF8
ENSG00000254510	RP11-867G23.10
ENSG00000126970	ZC4H2
ENSG00000046604	DSG2
ENSG00000115896	PLCL1
ENSG00000005156	LIG3
ENSG00000261236	BOP1
ENSG00000179981	TSHZ1
ENSG00000079691	LRRC16A
ENSG00000059728	MXD1
ENSG00000097046	CDC7
ENSG00000075651	PLD1
ENSG00000126016	AMOT
ENSG00000162931	TRIM17
ENSG00000130529	TRPM4
ENSG00000116133	DHCR24
ENSG00000169570	DTWD2
ENSG00000143815	LBR
ENSG00000237943	PRKCQ-AS1
ENSG00000133835	HSD17B4
ENSG00000163501	IHH
ENSG00000149136	SSRP1
ENSG00000115687	PASK
ENSG00000067141	NEO1
ENSG00000248383	PCDHAC1
ENSG00000139921	TMX1
ENSG00000140600	SH3GL3
ENSG00000138028	CGREF1
ENSG00000117054	ACADM
ENSG00000130312	MRPL34
ENSG00000116120	FARSB
ENSG00000100441	KHNYN
ENSG00000111052	LIN7A
ENSG00000183850	ZNF730
ENSG00000134202	GSTM3
ENSG00000124356	STAMBP
ENSG00000278272	HIST1H3C
ENSG00000170606	HSPA4
ENSG00000198586	TLK1
ENSG00000077157	PPP1R12B
ENSG00000067057	PFKP
ENSG00000169594	BNC1
ENSG00000280339	RP11-736K20.4
ENSG00000112964	GHR
ENSG00000283689	RP11-434E6.5
ENSG00000255666	RP11-867G2.6
ENSG00000198931	APRT
ENSG00000106333	PCOLCE
ENSG00000144580	CNOT9
ENSG00000183196	CHST6
ENSG00000164032	H2AFZ
ENSG00000072042	RDH11
ENSG00000186310	NAP1L3
ENSG00000115295	CLIP4
ENSG00000157601	MX1
ENSG00000116221	MRPL37
ENSG00000198915	RASGEF1A
ENSG00000126787	DLGAP5
ENSG00000131828	PDHA1
ENSG00000164484	TMEM200A
ENSG00000109881	CCDC34
ENSG00000106105	GARS
ENSG00000170629	DPY19L2P2
ENSG00000166348	USP54
ENSG00000182749	PAQR7
ENSG00000104872	PIH1D1
ENSG00000166736	HTR3A
ENSG00000176396	EID2
ENSG00000108830	RND2
ENSG00000122566	HNRNPA2B1
ENSG00000239474	KLHL41
ENSG00000177181	RIMKLA
ENSG00000114988	LMAN2L
ENSG00000104738	MCM4
ENSG00000105976	MET
ENSG00000198807	PAX9
ENSG00000166289	PLEKHF1
ENSG00000273079	GRIN2B
ENSG00000110799	VWF
ENSG00000084774	CAD
ENSG00000100078	PLA2G3
ENSG00000183770	FOXL2
ENSG00000198853	RUSC2
ENSG00000156463	SH3RF2
ENSG00000103184	SEC14L5
ENSG00000136261	BZW2
ENSG00000198053	SIRPA
ENSG00000141161	UNC45B
ENSG00000253729	PRKDC
ENSG00000003509	NDUFAF7
ENSG00000104518	GSDMD
ENSG00000130956	HABP4
ENSG00000156735	BAG4
ENSG00000120705	ETF1
ENSG00000143179	UCK2
ENSG00000158089	GALNT14
ENSG00000155324	GRAMD3
ENSG00000232650	RP5-834N19.1
ENSG00000145293	ENOPH1
ENSG00000119559	C19orf25
ENSG00000122971	ACADS
ENSG00000076067	RBMS2
ENSG00000003756	RBM5
ENSG00000112312	GMNN
ENSG00000115548	KDM3A
ENSG00000181031	RPH3AL
ENSG00000185559	DLK1
ENSG00000114739	ACVR2B
ENSG00000269343	ZNF587B
ENSG00000196365	LONP1
ENSG00000117724	CENPF
ENSG00000138092	CENPO
ENSG00000074416	MGLL
ENSG00000163328	GPR155
ENSG00000142327	RNPEPL1
ENSG00000105281	SLC1A5
ENSG00000141510	TP53
ENSG00000090266	NDUFB2
ENSG00000109205	ODAM
ENSG00000183230	CTNNA3
ENSG00000106128	GHRHR
ENSG00000130813	C19orf66
ENSG00000186205	Mar-01
ENSG00000249669	CARMN
ENSG00000008018	PSMB1
ENSG00000249550	LINC01234
ENSG00000162344	FGF19
ENSG00000162878	PKDCC
ENSG00000109756	RAPGEF2
ENSG00000183763	TRAIP
ENSG00000159228	CBR1
ENSG00000183598	HIST2H3D
ENSG00000136156	ITM2B
ENSG00000183145	RIPPLY3
ENSG00000274652	RP11-457D13.4
ENSG00000115233	PSMD14
ENSG00000133110	POSTN
ENSG00000149091	DGKZ
ENSG00000162929	KIAA1841
ENSG00000064012	CASP8
ENSG00000120800	UTP20
ENSG00000132305	IMMT
ENSG00000162426	SLC45A1
ENSG00000137474	MYO7A
ENSG00000089685	BIRC5
ENSG00000113273	ARSB
ENSG00000203635	AC144450.2
ENSG00000155229	MMS19
ENSG00000196419	XRCC6
ENSG00000143797	MBOAT2
ENSG00000144645	OSBPL10
ENSG00000078328	RBFOX1
ENSG00000177602	GSG2
ENSG00000118503	TNFAIP3
ENSG00000176407	KCMF1
ENSG00000007866	TEAD3
ENSG00000231205	ZNF826P
ENSG00000075914	EXOSC7
ENSG00000116771	AGMAT
ENSG00000108306	FBXL20
ENSG00000104388	RAB2A
ENSG00000071539	TRIP13
ENSG00000143819	EPHX1
ENSG00000164687	FABP5
ENSG00000134686	PHC2
ENSG00000184445	KNTC1
ENSG00000107331	ABCA2
ENSG00000103319	EEF2K
ENSG00000125977	EIF2S2
ENSG00000116062	MSH6
ENSG00000089006	SNX5
ENSG00000092068	SLC7A8
ENSG00000180318	ALX1
ENSG00000160602	NEK8
ENSG00000125835	SNRPB
ENSG00000137331	IER3
ENSG00000163110	PDLIM5
ENSG00000138442	WDR12
ENSG00000214960	ISPD
ENSG00000158296	SLC13A3
ENSG00000258649	CTD-2142D14.1
ENSG00000184014	DENND5A
ENSG00000234814	SVILP1
ENSG00000198039	ZNF273
ENSG00000188783	PRELP
ENSG00000115457	IGFBP2
ENSG00000206932	RNU6-4P
ENSG00000055211	GINM1
ENSG00000125089	SH3TC1
ENSG00000186854	TRABD2A
ENSG00000169758	TMEM266
ENSG00000147955	SIGMAR1
ENSG00000068976	PYGM
ENSG00000001167	NFYA
ENSG00000226950	DANCR
ENSG00000142731	PLK4
ENSG00000143033	MTF2
ENSG00000237515	SHISA9
ENSG00000165124	SVEP1
ENSG00000153406	NMRAL1
ENSG00000165609	NUDT5
ENSG00000103222	ABCC1
ENSG00000164035	EMCN
ENSG00000167972	ABCA3
ENSG00000280058	RP1-131F15.3
ENSG00000101974	ATP11C
ENSG00000145545	SRD5A1
ENSG00000141668	CBLN2
ENSG00000142961	MOB3C
ENSG00000168056	LTBP3
ENSG00000143801	PSEN2
ENSG00000125878	TCF15
ENSG00000159388	BTG2
ENSG00000135457	TFCP2
ENSG00000021300	PLEKHB1
ENSG00000127418	FGFRL1
ENSG00000048140	TSPAN17
ENSG00000109832	DDX25
ENSG00000173227	SYT12
ENSG00000175220	ARHGAP1
ENSG00000148773	MKI67
ENSG00000119487	MAPKAP1
ENSG00000273749	CYFIP1
ENSG00000204131	NHSL2
ENSG00000115255	REEP6
ENSG00000166582	CENPV
ENSG00000117859	OSBPL9
ENSG00000108671	PSMD11
ENSG00000123179	EBPL
ENSG00000072310	SREBF1
ENSG00000104731	KLHDC4
ENSG00000109606	DHX15
ENSG00000186766	FOXI2
ENSG00000145244	CORIN
ENSG00000152700	SAR1B
ENSG00000157168	NRG1
ENSG00000077009	NMRK2
ENSG00000236671	PRKG1-AS1
ENSG00000154122	ANKH
ENSG00000146938	NLGN4X
ENSG00000130558	OLFM1
ENSG00000159445	THEM4
ENSG00000133488	SEC14L4
ENSG00000156298	TSPAN7
ENSG00000074211	PPP2R2C
ENSG00000167889	MGAT5B
ENSG00000102575	ACP5
ENSG00000185909	KLHDC8B
ENSG00000184261	KCNK12
ENSG00000104147	OIP5
ENSG00000120549	KIAA1217
ENSG00000179564	LSMEM2
ENSG00000174607	UGT8
ENSG00000182253	SYNM
ENSG00000116544	DLGAP3
ENSG00000087460	GNAS
ENSG00000213390	ARHGAP19
ENSG00000139438	FAM222A
ENSG00000153721	CNKSR3
ENSG00000095319	NUP188
ENSG00000152256	PDK1
ENSG00000134508	CABLES1
ENSG00000204711	C9orf135
ENSG00000150630	VEGFC
ENSG00000197457	STMN3
ENSG00000012048	BRCA1
ENSG00000104332	SFRP1
ENSG00000129170	CSRP3
ENSG00000090263	MRPS33
ENSG00000147874	HAUS6
ENSG00000172819	RARG
ENSG00000116688	MFN2
ENSG00000164265	SCGB3A2
ENSG00000178055	PRSS42
ENSG00000073921	PICALM
ENSG00000081913	PHLPP1
ENSG00000020256	ZFP64
ENSG00000128059	PPAT
ENSG00000160310	PRMT2
ENSG00000125319	C17orf53
ENSG00000206190	ATP10A
ENSG00000163755	HPS3
ENSG00000165259	HDX
ENSG00000101384	JAG1
ENSG00000100592	DAAM1
ENSG00000225205	AC093818.1
ENSG00000135929	CYP27A1
ENSG00000139364	TMEM132B
ENSG00000143753	DEGS1
ENSG00000066135	KDM4A
ENSG00000267886	CTD-2291D10.4
ENSG00000105605	CACNG7
ENSG00000159377	PSMB4
ENSG00000152990	ADGRA3
ENSG00000131791	PRKAB2
ENSG00000174705	SH3PXD2B
ENSG00000005022	SLC25A5
ENSG00000119760	SUPT7L
ENSG00000177981	ASB8
ENSG00000188501	LCTL
ENSG00000179041	RRS1
ENSG00000185274	WBSCR17
ENSG00000185043	CIB1
ENSG00000165795	NDRG2
ENSG00000165678	GHITM
ENSG00000167419	LPO
ENSG00000171865	RNASEH1
ENSG00000129055	ANAPC13
ENSG00000112208	BAG2
ENSG00000105607	GCDH
ENSG00000151576	QTRT2
ENSG00000075388	FGF4
ENSG00000123178	SPRYD7
ENSG00000006756	ARSD
ENSG00000167766	ZNF83
ENSG00000135336	ORC3
ENSG00000166123	GPT2
ENSG00000151012	SLC7A11
ENSG00000204267	TAP2
ENSG00000168702	LRP1B
ENSG00000121390	PSPC1
ENSG00000169026	MFSD7
ENSG00000139618	BRCA2
ENSG00000109861	CTSC
ENSG00000121152	NCAPH
ENSG00000260469	C15orf59-AS1
ENSG00000169554	ZEB2
ENSG00000106610	STAG3L4
ENSG00000196262	PPIA
ENSG00000182944	EWSR1
ENSG00000104313	EYA1
ENSG00000010292	NCAPD2
ENSG00000112699	GMDS
ENSG00000130751	NPAS1
ENSG00000197410	DCHS2
ENSG00000127252	HRASLS
ENSG00000135046	ANXA1
ENSG00000100749	VRK1
ENSG00000130779	CLIP1
ENSG00000185480	PARPBP
ENSG00000163637	PRICKLE2
ENSG00000198498	TMA16
ENSG00000019549	SNAI2
ENSG00000136451	VEZF1
ENSG00000168743	NPNT
ENSG00000154027	AK5
ENSG00000087111	PIGS
ENSG00000256232	RP11-771K4.1
ENSG00000196218	RYR1
ENSG00000131368	MRPS25
ENSG00000168795	ZBTB5
ENSG00000088812	ATRN
ENSG00000106123	EPHB6
ENSG00000105993	DNAJB6
ENSG00000085788	DDHD2
ENSG00000242193	RP11-568K15.1
ENSG00000168256	NKIRAS2
ENSG00000109099	PMP22
ENSG00000105048	TNNT1
ENSG00000170542	SERPINB9
ENSG00000180011	ZADH2
ENSG00000136100	VPS36
ENSG00000010256	UQCRC1
ENSG00000152520	PAN3
ENSG00000133863	TEX15
ENSG00000183527	PSMG1
ENSG00000131236	CAP1
ENSG00000163933	RFT1
ENSG00000160949	TONSL
ENSG00000158764	ITLN2
ENSG00000125834	STK35
ENSG00000126453	BCL2L12
ENSG00000235152	RP5-865N13.2
